customer_id,age,annual_income,employment_years,employment_type,education,marital_status,city_tier,credit_score,existing_loans,loan_amount,loan_term_months,loan_approved
CUST1286,25,69176.55,4,Business,High School,Married,Tier 2,673.0,0,72741.54,48,0
CUST1287,45,32993.91,16,Business,Bachelor,Single,Tier 1,544.0,2,19342.19,36,0
CUST1288,44,94396.09,4,Salaried,Bachelor,Single,Tier 2,615.0,1,76168.81,48,0
CUST1289,40,92454.9,14,Salaried,High School,Married,Tier 3,693.0,1,60896.2,12,0
CUST1290,56,59444.62,6,Salaried,Bachelor,Married,Tier 2,711.0,1,29402.75,24,1
CUST1291,30,72996.0,12,Salaried,Bachelor,Married,Tier 2,715.0,0,52255.53,24,1
CUST1292,63,,17,Business,Bachelor,Single,Tier 2,568.0,1,17764.85,60,0
CUST1293,33,39560.35,4,Salaried,High School,Divorced,Tier 2,753.0,0,35567.9,48,0
CUST1294,44,58536.86,13,Salaried,Bachelor,Married,Tier 2,612.0,0,35696.31,48,0
CUST1295,42,41413.07,10,Salaried,Master,Married,Tier 1,734.0,1,12821.23,12,1
CUST1296,58,80716.72,6,Salaried,High School,Married,Tier 1,679.0,1,72191.94,24,0
CUST1297,39,108940.52,12,Business,Bachelor,Single,Tier 2,563.0,0,18883.97,48,1
CUST1298,31,39114.48,13,Self-Employed,High School,Married,Tier 3,653.0,0,25327.89,36,1
CUST1299,19,46575.81,0,Salaried,High School,Married,Tier 3,711.0,0,27688.43,60,1
CUST1300,35,70179.86,17,Salaried,Master,Married,Tier 3,732.0,0,70060.59,48,1
CUST1301,57,100444.56,18,Business,Bachelor,Married,Tier 2,668.0,1,67690.61,36,0
CUST1302,18,38107.77,0,Salaried,,Married,Tier 1,810.0,0,11940.43,48,1
CUST1303,61,70478.79,13,Business,High School,Single,Tier 2,766.0,2,71376.68,60,0
CUST1304,44,105068.57,8,Business,Master,Single,Tier 3,658.0,0,65522.91,36,1
CUST1305,24,28661.3,2,Salaried,High School,Divorced,Tier 2,744.0,0,4925.76,48,1
CUST1306,32,36816.48,12,Business,Bachelor,Divorced,Tier 2,844.0,2,3000.0,60,1
CUST1307,44,55680.65,17,Salaried,High School,Divorced,Tier 2,847.0,0,18067.08,24,1
CUST1308,33,53547.05,5,Self-Employed,High School,Single,Tier 3,576.0,1,15922.62,60,1
CUST1309,23,82877.23,5,Salaried,Bachelor,Single,Tier 3,601.0,3,46125.15,24,0
CUST1310,49,70316.51,16,Salaried,High School,Married,Tier 3,806.0,3,48207.49,48,0
CUST1311,50,25950.83,16,Salaried,Bachelor,Married,Tier 2,590.0,1,26916.78,48,0
CUST1312,23,76339.03,5,Salaried,High School,Single,Tier 1,568.0,0,3000.0,48,1
CUST1313,31,52294.14,8,Salaried,Bachelor,Married,Tier 2,639.0,1,38322.15,36,0
CUST1314,29,93037.84,9,Salaried,Bachelor,Single,Tier 1,716.0,3,21379.89,48,1
CUST1315,49,51193.07,18,Self-Employed,Bachelor,Married,Tier 3,671.0,3,45327.84,24,0
CUST1316,53,50994.46,19,Salaried,High School,Single,Tier 2,625.0,0,12663.75,24,1
CUST1317,52,76904.9,9,Salaried,Bachelor,Single,Tier 2,623.0,1,56034.69,36,0
CUST1318,63,81784.38,21,Business,Master,Single,Tier 1,619.0,0,33105.34,36,1
CUST1319,54,74858.19,12,Business,High School,Married,Tier 2,605.0,0,60974.46,36,1
CUST1320,33,27916.86,8,Salaried,High School,Married,Tier 2,850.0,1,11998.56,24,1
CUST1321,23,76836.76,0,Salaried,Master,Divorced,Tier 1,705.0,0,73836.93,60,0
CUST1322,47,42245.22,13,Self-Employed,High School,Married,Tier 3,755.0,0,17562.83,36,1
CUST1323,61,70176.07,14,Self-Employed,Bachelor,Single,Tier 2,638.0,0,66030.18,36,0
CUST1324,64,33677.84,21,Salaried,Bachelor,Single,Tier 2,664.0,1,14993.78,36,1
CUST1325,29,74819.09,11,Self-Employed,High School,Married,Tier 1,619.0,0,53432.08,24,0
CUST1326,29,47254.82,0,Salaried,Bachelor,Single,Tier 2,455.0,1,47269.51,48,0
CUST1327,19,36782.04,1,Salaried,Bachelor,Married,Tier 2,563.0,0,37937.2,36,0
CUST1328,24,80704.04,6,Self-Employed,High School,Married,Tier 3,526.0,3,12669.89,12,1
CUST1329,44,70316.18,10,Self-Employed,Master,Married,Tier 1,489.0,0,25961.94,60,1
CUST1330,44,51492.51,9,Business,High School,Single,Tier 3,578.0,1,13667.3,48,1
CUST1331,35,96925.93,17,Salaried,Bachelor,Married,Tier 2,793.0,0,49773.73,48,1
CUST1332,32,55305.65,13,Salaried,Master,Single,Tier 1,676.0,0,26978.26,60,1
CUST1333,57,65706.37,14,Salaried,High School,Single,Tier 1,790.0,0,61783.22,60,1
CUST1334,40,70916.1,10,Salaried,Master,Married,Tier 1,715.0,0,85122.52,36,0
CUST1335,56,51367.35,6,Salaried,High School,Married,Tier 3,747.0,0,42908.44,48,1
CUST1336,64,75365.0,11,Salaried,Bachelor,Married,Tier 1,603.0,1,51842.14,48,0
CUST1337,33,53264.05,15,Salaried,High School,Single,Tier 2,725.0,1,47080.24,36,0
CUST1338,27,55943.96,9,Self-Employed,Bachelor,Divorced,Tier 2,742.0,0,62287.63,24,0
CUST1339,63,94978.14,15,Salaried,Bachelor,Divorced,Tier 3,631.0,1,16351.21,24,1
CUST1340,48,42107.11,2,Salaried,Master,Married,Tier 2,728.0,1,14430.31,48,1
CUST1341,31,18000.0,13,Self-Employed,Master,Married,Tier 3,728.0,0,14976.38,48,0
CUST1342,47,100440.61,5,Salaried,Bachelor,Single,Tier 1,633.0,1,54846.44,48,1
CUST1343,42,121085.21,21,Business,Bachelor,Married,Tier 3,585.0,0,65704.33,36,1
CUST1344,61,56084.08,9,Salaried,Bachelor,Married,Tier 1,579.0,0,61632.94,24,0
CUST1345,30,22389.56,12,Salaried,Master,Married,Tier 1,687.0,1,32246.99,36,0
CUST1346,65,58169.35,19,Business,Bachelor,Married,Tier 3,,3,73545.86,36,0
CUST1347,62,58703.1,16,Salaried,Master,Married,Tier 1,613.0,3,49295.34,60,0
CUST1348,26,60821.68,8,Self-Employed,High School,Married,Tier 1,682.0,3,24555.91,60,0
CUST1349,25,40505.46,7,Self-Employed,Bachelor,Married,Tier 2,728.0,1,31176.58,60,0
CUST1350,43,,18,Salaried,Bachelor,Single,Tier 1,733.0,0,41431.02,60,1
CUST1351,20,76539.16,2,Self-Employed,High School,Single,Tier 1,812.0,0,59449.3,60,0
CUST1352,32,32123.08,1,Business,High School,Married,Tier 2,789.0,0,13116.64,36,1
CUST1353,38,80382.33,11,Business,Master,Married,Tier 3,595.0,0,61392.84,12,1
CUST1354,64,110159.07,17,Salaried,Bachelor,Married,Tier 3,823.0,0,57556.99,24,1
CUST1355,65,68783.13,16,Salaried,High School,Married,Tier 1,635.0,1,52565.4,36,1
CUST1356,25,57578.85,7,Self-Employed,Bachelor,Married,Tier 2,769.0,0,20000.26,24,1
CUST1357,60,61875.93,11,Salaried,Bachelor,Single,Tier 3,686.0,0,30654.19,24,1
CUST1358,22,78535.65,4,Salaried,Bachelor,Single,Tier 1,645.0,1,28241.31,60,1
CUST1359,53,26925.22,19,Salaried,Master,Married,Tier 1,526.0,1,7957.69,24,1
CUST1360,58,68616.6,18,Salaried,Master,Married,Tier 1,665.0,2,66225.14,60,0
CUST1361,60,56409.79,2,Salaried,Bachelor,Married,Tier 2,547.0,0,36375.65,48,1
CUST1362,28,105652.15,10,Salaried,Bachelor,Married,Tier 1,762.0,1,31917.48,48,1
CUST1363,60,61168.2,8,Salaried,Bachelor,Married,Tier 2,809.0,0,58478.23,48,0
CUST1364,23,101693.53,5,Salaried,Master,Married,Tier 3,612.0,1,74508.91,36,0
CUST1365,42,40717.7,11,Business,,Married,Tier 1,706.0,0,25151.39,48,1
CUST1366,40,77919.7,21,Salaried,High School,Single,Tier 2,618.0,0,32473.48,24,1
CUST1367,33,72026.81,9,Salaried,Master,Married,Tier 1,627.0,1,19708.85,60,1
CUST1368,19,45880.96,1,Salaried,Master,Married,Tier 1,746.0,0,40852.38,36,0
CUST1369,55,68902.71,2,Salaried,High School,Single,Tier 3,677.0,0,34072.0,24,1
CUST1370,34,91675.41,16,Business,Bachelor,Married,Tier 2,828.0,2,15662.02,48,1
CUST1371,49,57876.58,3,Business,Bachelor,Married,Tier 3,639.0,0,8879.83,48,1
CUST1372,37,27776.82,8,Salaried,Bachelor,Married,Tier 2,765.0,1,23305.05,36,0
CUST1373,35,64613.62,17,Salaried,High School,Married,Tier 1,688.0,1,5232.4,48,1
CUST1374,60,45146.69,21,Salaried,High School,Single,Tier 2,748.0,0,40302.41,24,1
CUST1375,22,57468.5,4,Salaried,Bachelor,Single,Tier 1,642.0,1,17731.34,48,1
CUST1376,53,63205.07,10,Salaried,Bachelor,Single,Tier 3,676.0,0,52873.49,36,0
CUST1377,53,27475.65,1,Salaried,Bachelor,Single,Tier 2,670.0,1,11496.35,36,0
CUST1378,36,29455.52,18,Salaried,High School,Married,Tier 1,609.0,0,3913.84,24,1
CUST1379,30,75605.47,0,Salaried,Master,Married,Tier 2,736.0,0,3081.48,36,1
CUST1380,18,53500.19,0,Salaried,Bachelor,Married,Tier 2,735.0,0,40009.16,36,1
CUST1381,62,18000.0,10,Salaried,Master,Single,Tier 3,730.0,2,8779.02,36,0
CUST1382,63,82266.57,0,Salaried,High School,Single,Tier 1,811.0,2,12118.7,24,1
CUST1383,29,70992.13,3,Salaried,Bachelor,Single,Tier 1,803.0,3,14372.18,24,0
CUST1384,19,49294.75,1,Salaried,Master,Married,Tier 1,648.0,1,44804.78,36,0
CUST1385,23,36029.74,5,Salaried,Bachelor,Single,Tier 2,712.0,1,18794.06,24,1
CUST1386,21,83387.77,3,Salaried,High School,Married,Tier 2,627.0,1,21310.5,48,1
CUST1387,57,72685.71,17,Salaried,High School,Married,Tier 1,682.0,2,34163.36,60,1
CUST1388,60,117417.25,13,Self-Employed,High School,Married,Tier 2,,1,95865.3,36,0
CUST1389,25,74244.15,5,Business,Bachelor,Single,Tier 2,818.0,1,62372.27,60,0
CUST1390,53,73529.47,15,Salaried,Bachelor,Single,Tier 1,711.0,1,49673.99,24,1
CUST1391,26,61327.59,8,,High School,Married,Tier 3,661.0,1,61698.08,12,0
CUST1392,35,82969.07,17,Self-Employed,Bachelor,Married,Tier 2,781.0,0,53681.98,48,1
CUST1393,46,78751.87,3,Self-Employed,High School,Single,Tier 2,495.0,1,38366.59,48,1
CUST1394,52,92537.95,5,Salaried,Bachelor,Married,Tier 2,509.0,0,49481.42,60,1
CUST1395,59,53530.9,6,Salaried,Bachelor,Married,Tier 1,748.0,2,26575.6,12,0
CUST1396,20,55421.04,2,Salaried,High School,Married,Tier 3,685.0,1,5907.31,48,1
CUST1397,27,54459.73,9,Salaried,High School,Single,Tier 2,701.0,2,12028.94,36,1
CUST1398,31,82397.64,13,Salaried,High School,Single,Tier 2,567.0,1,45265.09,36,1
CUST1399,32,97964.24,11,Salaried,High School,Single,Tier 3,678.0,2,78942.2,24,0
CUST1400,65,54905.51,11,Salaried,Bachelor,Single,Tier 3,850.0,0,21913.24,60,1
CUST1401,55,55654.98,19,Salaried,High School,Married,Tier 3,750.0,2,25399.92,12,0
CUST1402,33,71909.7,9,Salaried,High School,Married,Tier 1,694.0,1,56303.53,60,0
CUST1403,64,59593.25,4,Self-Employed,Master,Married,Tier 1,643.0,0,43245.38,48,1
CUST1404,41,85945.18,3,Salaried,Master,Divorced,Tier 2,646.0,0,75601.42,48,0
CUST1405,42,18000.0,7,Salaried,High School,Single,Tier 2,499.0,0,15759.63,48,0
CUST1406,38,46812.49,14,Salaried,High School,Single,Tier 2,702.0,1,39422.49,60,1
CUST1407,24,,6,Self-Employed,Bachelor,Married,Tier 3,752.0,1,17770.5,24,1
CUST1408,62,18000.0,9,Salaried,Master,Divorced,Tier 1,546.0,3,20467.04,12,0
CUST1409,18,,0,Salaried,Master,Married,Tier 1,624.0,1,31661.94,36,0
CUST1410,26,44866.57,8,Salaried,High School,Single,Tier 2,582.0,1,22904.02,36,1
CUST1411,29,60575.7,11,Self-Employed,High School,Single,Tier 1,598.0,1,6622.71,24,1
CUST1412,31,89485.25,3,Self-Employed,Bachelor,Single,Tier 2,685.0,2,37792.11,24,1
CUST1413,24,59608.67,2,Business,Master,Married,Tier 2,503.0,2,29367.23,36,1
CUST1414,18,42322.1,0,Self-Employed,Master,Married,Tier 2,732.0,0,30625.41,12,1
CUST1415,50,,18,Salaried,High School,Married,Tier 2,744.0,3,35735.43,12,0
CUST1416,64,88081.82,10,Salaried,Bachelor,Married,Tier 2,659.0,1,81342.91,60,0
CUST1417,23,43528.91,5,Salaried,High School,Single,Tier 2,469.0,2,29460.95,36,0
CUST1418,32,44967.35,14,Self-Employed,Bachelor,Married,Tier 1,595.0,3,11509.99,60,1
CUST1419,42,77288.08,12,Self-Employed,Master,Single,Tier 2,785.0,1,88469.0,60,0
CUST1420,62,60126.21,6,,Bachelor,Married,Tier 2,444.0,0,13910.68,24,1
CUST1421,51,79244.66,7,Business,High School,Married,Tier 1,650.0,1,83262.52,48,0
CUST1422,54,64699.77,3,Salaried,Bachelor,Married,Tier 2,580.0,0,75275.74,48,0
CUST1423,45,80436.6,11,Salaried,Bachelor,Single,Tier 3,748.0,2,16377.6,48,1
CUST1424,38,42228.28,6,Salaried,Master,Married,Tier 1,623.0,0,45468.26,24,0
CUST1425,27,64734.14,6,Business,Bachelor,Married,Tier 2,714.0,1,75810.99,24,0
CUST1426,59,60364.82,0,Business,Master,Single,Tier 3,728.0,2,71657.02,12,0
CUST1427,56,38250.4,17,Salaried,High School,Single,Tier 3,836.0,0,43522.68,48,0
CUST1428,19,30603.49,1,Business,High School,Married,Tier 2,663.0,1,26927.06,60,0
CUST1429,52,80086.48,10,Business,High School,Single,Tier 2,712.0,1,15809.37,48,1
CUST1430,22,57279.05,4,Self-Employed,High School,Single,Tier 3,554.0,1,50622.99,48,0
CUST1431,53,42509.83,20,Business,High School,Single,Tier 2,781.0,0,43112.9,60,0
CUST1432,57,62884.06,11,Salaried,Bachelor,Single,Tier 1,615.0,0,47670.33,48,1
CUST1433,24,89816.41,6,Self-Employed,High School,Married,Tier 1,632.0,1,54709.04,12,0
CUST1434,38,18000.0,9,Salaried,High School,Married,Tier 3,678.0,1,13344.68,60,0
CUST1435,23,32073.95,5,Self-Employed,High School,Single,Tier 2,547.0,1,5385.1,36,1
CUST1436,45,44696.5,11,Salaried,High School,Married,Tier 1,699.0,0,38193.23,12,0
CUST1437,62,97145.94,15,,Master,Single,Tier 1,762.0,1,31547.09,36,1
CUST1438,21,,3,Business,Master,Single,Tier 3,705.0,1,63943.31,60,0
CUST1439,37,81880.98,11,Salaried,High School,Single,Tier 2,545.0,0,66341.26,24,0
CUST1440,64,39916.46,1,Business,Bachelor,Married,Tier 3,669.0,1,22397.07,36,1
CUST1441,32,,14,Salaried,Bachelor,Divorced,Tier 2,743.0,0,38084.45,24,1
CUST1442,24,74851.9,6,Salaried,Master,Married,Tier 3,520.0,1,31932.55,12,1
CUST1443,41,66282.04,4,Salaried,Bachelor,Single,Tier 3,589.0,2,58383.76,24,0
CUST1444,42,77072.25,6,Self-Employed,High School,Single,Tier 1,755.0,1,78490.56,48,0
CUST1445,49,60871.24,21,Salaried,Bachelor,Single,Tier 2,703.0,1,35245.18,60,1
CUST1446,33,71119.16,7,Salaried,Master,Married,Tier 1,715.0,0,21988.33,24,1
CUST1447,63,68478.62,17,Self-Employed,Bachelor,Single,Tier 3,838.0,0,21956.55,36,1
CUST1448,43,82110.88,17,Salaried,Bachelor,Divorced,Tier 1,720.0,0,56081.51,24,1
CUST1449,31,82754.18,13,Salaried,High School,Married,Tier 2,736.0,2,82720.65,12,0
CUST1450,64,29362.82,0,Business,Bachelor,Married,Tier 3,850.0,2,32920.99,36,0
CUST1451,62,18000.0,10,Self-Employed,Master,Married,Tier 1,662.0,0,10176.04,48,1
CUST1452,41,87038.4,12,Self-Employed,Bachelor,Single,Tier 3,612.0,0,85842.62,48,0
CUST1453,19,91129.95,1,Self-Employed,Bachelor,Married,Tier 1,716.0,0,47430.22,36,1
CUST1454,46,42546.29,4,Business,Bachelor,Single,Tier 2,717.0,1,39582.91,36,0
CUST1455,44,24083.62,6,Salaried,Bachelor,Married,Tier 2,635.0,1,16461.98,24,0
CUST1456,25,67178.77,3,Salaried,Bachelor,Married,Tier 2,592.0,1,43502.23,24,1
CUST1457,48,85478.44,16,Salaried,Bachelor,Single,Tier 2,,2,76718.12,60,0
CUST1458,58,104547.08,21,Salaried,Master,Married,Tier 3,708.0,0,45597.1,48,1
CUST1459,23,76358.55,3,Self-Employed,Bachelor,Single,Tier 1,618.0,1,66137.77,60,0
CUST1460,52,56822.23,5,Self-Employed,Bachelor,Single,Tier 2,758.0,1,65181.27,60,0
CUST1461,24,45351.13,6,Salaried,Bachelor,Married,Tier 3,671.0,0,16145.08,48,1
CUST1462,53,65251.93,19,Salaried,High School,Married,Tier 3,659.0,2,13024.01,60,1
CUST1463,38,58416.18,9,Self-Employed,High School,Married,Tier 1,,0,51689.52,36,1
CUST1464,18,42668.51,0,Business,High School,Married,Tier 3,570.0,1,19852.59,12,1
CUST1465,64,110072.62,7,Salaried,Bachelor,Married,Tier 1,710.0,1,20551.06,12,1
CUST1466,25,104273.7,7,Salaried,High School,Single,Tier 2,843.0,2,60541.6,24,1
CUST1467,46,89993.07,8,Salaried,Bachelor,Single,Tier 2,720.0,1,92085.87,24,0
CUST1468,26,44741.29,3,Salaried,Bachelor,Divorced,Tier 3,648.0,0,6685.27,36,1
CUST1469,62,83810.43,18,Salaried,High School,Single,Tier 1,637.0,2,42746.48,48,0
CUST1470,53,79071.78,9,Salaried,Bachelor,Married,Tier 1,645.0,2,63634.4,48,0
CUST1471,56,74736.0,5,Self-Employed,Master,Single,Tier 3,658.0,1,47377.46,36,0
CUST1472,38,92492.64,16,Salaried,Bachelor,Single,Tier 1,648.0,2,84887.68,24,0
CUST1473,40,78978.17,16,Salaried,High School,Married,Tier 2,758.0,0,30743.8,48,1
CUST1474,48,81280.31,3,,Bachelor,Married,Tier 2,533.0,1,88500.52,36,0
CUST1475,55,79011.94,1,Business,Bachelor,Married,Tier 2,753.0,2,58041.04,12,0
CUST1476,58,72497.41,0,Salaried,Bachelor,Married,Tier 1,648.0,0,4162.42,36,1
CUST1477,18,25760.56,0,Salaried,High School,Single,Tier 1,712.0,1,31401.52,36,0
CUST1478,49,66839.66,13,Salaried,Bachelor,Married,Tier 3,584.0,3,51138.2,36,0
CUST1479,23,52763.78,5,Self-Employed,Bachelor,Single,Tier 2,793.0,2,25445.17,48,0
CUST1480,31,36843.5,13,Business,High School,Married,Tier 1,786.0,2,13383.58,48,1
CUST1481,57,101999.97,8,Salaried,Bachelor,Single,Tier 1,762.0,1,82244.42,48,0
CUST1482,30,103037.9,12,Salaried,High School,Married,Tier 1,551.0,3,29389.89,24,0
CUST1483,56,94902.85,15,Salaried,Bachelor,Single,Tier 3,750.0,0,51850.75,48,1
CUST1484,40,70614.7,8,Self-Employed,Master,Married,Tier 1,714.0,1,27904.69,48,1
CUST1485,29,94713.75,11,Business,High School,Married,Tier 1,544.0,1,47303.59,24,1
CUST1486,34,65265.17,16,Salaried,Bachelor,Married,Tier 2,678.0,2,36889.92,48,1
CUST1487,43,69461.54,17,Salaried,Bachelor,Single,Tier 1,711.0,2,47933.67,36,0
CUST1488,54,40943.63,21,Self-Employed,High School,Divorced,Tier 1,727.0,2,4351.09,36,1
CUST1489,47,73733.81,8,Self-Employed,Master,Single,Tier 3,695.0,1,16590.16,24,1
CUST1490,62,66328.49,2,Salaried,Bachelor,Single,Tier 2,705.0,1,64573.95,36,0
CUST1491,59,36341.65,10,Salaried,,Single,Tier 1,805.0,1,22833.25,24,0
CUST1492,54,63873.66,16,Salaried,Master,Single,Tier 2,784.0,1,59417.94,24,0
CUST1493,46,63245.95,17,Self-Employed,Bachelor,Married,Tier 1,436.0,0,17296.4,24,1
CUST1494,31,104546.35,8,Self-Employed,Bachelor,Single,Tier 1,653.0,1,16537.78,60,1
CUST1495,37,84672.69,6,Self-Employed,High School,Single,Tier 2,666.0,2,35342.36,36,0
CUST1496,23,65251.8,5,Self-Employed,High School,Married,Tier 2,531.0,1,32377.99,36,0
CUST1497,35,70473.32,17,Salaried,Bachelor,Married,Tier 2,688.0,2,30207.55,36,0
CUST1498,62,65972.67,1,Salaried,High School,Married,Tier 3,786.0,1,69544.97,60,0
CUST1499,38,60535.89,7,Salaried,High School,Married,Tier 1,588.0,1,40415.88,36,0
CUST1500,23,41186.6,5,Business,Bachelor,Single,Tier 3,709.0,0,19994.96,60,1
CUST1501,49,,17,Self-Employed,High School,Married,Tier 2,602.0,1,50803.39,36,1
CUST1502,64,48585.84,10,Salaried,High School,Single,Tier 1,623.0,1,7686.82,24,1
CUST1503,59,37493.06,1,Salaried,High School,Single,Tier 3,806.0,0,26350.85,36,1
CUST1504,31,76246.88,5,Self-Employed,Bachelor,Single,Tier 1,634.0,0,39636.25,36,1
CUST1505,39,73607.82,0,Self-Employed,Bachelor,Married,Tier 2,719.0,1,47460.66,48,1
CUST1506,43,25692.43,10,Self-Employed,Master,Single,Tier 2,521.0,1,6880.69,60,1
CUST1507,29,62300.94,11,Salaried,High School,Married,Tier 1,838.0,1,65548.21,36,0
CUST1508,30,86905.43,12,Business,High School,Single,Tier 3,731.0,0,93006.75,60,0
CUST1509,29,88302.92,11,Self-Employed,Bachelor,Married,Tier 1,664.0,1,19482.81,36,1
CUST1510,65,87568.41,16,Self-Employed,Bachelor,Married,Tier 3,729.0,1,57330.62,36,1
CUST1511,53,65856.09,19,Self-Employed,Bachelor,Single,Tier 1,560.0,1,72777.62,36,0
CUST1512,58,46409.0,6,Business,Master,Married,Tier 1,781.0,1,22806.88,12,1
CUST1513,57,,20,Business,Bachelor,Married,Tier 2,652.0,0,41958.75,48,0
CUST1514,64,72581.31,5,Self-Employed,Bachelor,Married,Tier 3,663.0,2,43232.19,24,0
CUST1515,23,73344.16,5,Salaried,Master,Single,Tier 1,638.0,0,69983.93,36,1
CUST1516,60,93321.28,14,Salaried,High School,Married,Tier 3,,1,109634.58,36,0
CUST1517,21,89199.55,3,Self-Employed,Master,Single,Tier 1,739.0,0,18976.56,12,1
CUST1518,40,62090.97,5,Self-Employed,Bachelor,Single,Tier 2,702.0,1,22162.47,12,1
CUST1519,46,37627.47,2,Salaried,Bachelor,Single,Tier 2,735.0,0,32464.83,48,0
CUST1520,35,57979.65,0,Salaried,Master,Married,Tier 1,679.0,2,12973.18,12,1
CUST1521,25,69779.09,7,Business,Bachelor,Single,Tier 3,724.0,1,42638.51,36,0
CUST1522,27,60554.17,9,Business,Bachelor,Married,Tier 2,644.0,1,65284.14,36,0
CUST1523,57,52286.33,4,Business,High School,Single,Tier 2,850.0,0,10082.1,24,1
CUST1524,33,,9,Salaried,Bachelor,Married,Tier 2,547.0,0,49171.2,24,1
CUST1525,32,53912.93,14,Self-Employed,Bachelor,Single,Tier 2,787.0,1,44962.97,48,0
CUST1526,62,51182.55,16,Self-Employed,High School,Married,Tier 2,796.0,1,16476.64,60,1
CUST1527,24,71851.96,0,Salaried,Bachelor,Married,Tier 3,608.0,1,42153.05,24,1
CUST1528,61,56156.16,11,Salaried,Bachelor,Single,Tier 2,850.0,3,66390.77,60,0
CUST1529,62,70370.3,3,Business,Bachelor,Single,Tier 2,765.0,1,32985.77,36,1
CUST1530,46,71010.49,5,Salaried,High School,Married,Tier 2,763.0,3,7807.28,48,1
CUST1531,25,39932.56,5,Self-Employed,Bachelor,Divorced,Tier 2,682.0,0,13718.03,48,1
CUST1532,25,54412.7,7,Self-Employed,High School,Divorced,Tier 2,662.0,2,52811.59,48,0
CUST1533,31,96631.09,4,Self-Employed,High School,Single,Tier 2,662.0,1,36150.26,48,1
CUST1534,45,39434.25,5,Salaried,Bachelor,Married,Tier 2,713.0,1,11800.98,36,1
CUST1535,25,18433.6,4,Self-Employed,High School,Single,Tier 3,,3,3000.0,36,1
CUST1536,39,24039.41,7,Salaried,High School,Single,Tier 3,695.0,1,13228.14,36,1
CUST1537,23,65640.42,5,Self-Employed,Bachelor,Married,Tier 3,603.0,2,74358.6,24,0
CUST1538,43,,8,Salaried,High School,Married,Tier 3,750.0,1,35802.06,48,1
CUST1539,19,62412.56,1,Self-Employed,Master,Married,Tier 2,758.0,0,78544.0,12,0
CUST1540,52,91712.18,11,Self-Employed,Master,Married,Tier 2,736.0,1,31516.39,36,1
CUST1541,20,18000.0,2,Salaried,Bachelor,Single,Tier 1,743.0,1,6546.08,24,1
CUST1542,27,73710.55,0,Salaried,Master,Married,Tier 2,657.0,2,82006.74,24,0
CUST1543,26,99351.64,8,Self-Employed,Master,Single,Tier 1,601.0,2,58690.84,48,0
CUST1544,57,40188.82,20,Salaried,High School,Single,Tier 1,606.0,0,12834.81,48,1
CUST1545,20,56644.26,2,Salaried,Bachelor,Single,Tier 3,541.0,0,53445.58,36,0
CUST1546,38,48436.38,12,Salaried,High School,Divorced,Tier 3,700.0,0,34677.56,24,1
CUST1547,46,45324.39,15,Business,Bachelor,Married,Tier 2,673.0,1,39914.05,36,0
CUST1548,42,57822.24,9,Salaried,Bachelor,Single,Tier 1,643.0,0,56597.51,36,0
CUST1549,50,96404.68,8,Salaried,High School,Married,Tier 2,429.0,1,31242.63,48,1
CUST1550,56,105422.51,7,Business,High School,Divorced,Tier 2,574.0,1,46630.16,36,1
CUST1551,36,57609.34,3,Salaried,Master,Married,Tier 3,775.0,2,3438.12,36,1
CUST1552,57,106911.32,18,Salaried,High School,Married,Tier 3,624.0,0,55444.2,36,1
CUST1553,33,65782.68,7,Salaried,High School,Single,Tier 1,711.0,1,22414.84,60,1
CUST1554,65,103581.2,6,Salaried,High School,Married,Tier 1,562.0,0,90435.54,48,0
CUST1555,42,62947.43,21,,Bachelor,Married,Tier 1,802.0,2,28737.12,36,0
CUST1556,53,67883.27,11,Self-Employed,Master,Married,Tier 1,668.0,0,51396.1,36,1
CUST1557,60,73040.44,13,Salaried,Bachelor,Married,Tier 2,705.0,0,27740.54,12,1
CUST1558,56,134934.78,5,Self-Employed,Bachelor,Married,Tier 1,850.0,0,70424.94,60,1
CUST1559,58,83728.28,6,Salaried,High School,Single,Tier 1,809.0,2,36211.95,36,1
CUST1560,43,49440.18,16,Salaried,High School,Married,Tier 1,654.0,0,45201.03,24,0
CUST1561,20,86317.95,2,Salaried,Bachelor,Single,Tier 1,630.0,1,50587.07,60,1
CUST1562,41,57039.68,3,Salaried,Master,Single,Tier 2,652.0,2,21348.12,48,1
CUST1563,26,54225.5,8,Self-Employed,Bachelor,Married,Tier 1,723.0,2,45358.16,12,0
CUST1564,60,84989.23,8,Salaried,,Married,Tier 3,671.0,0,69056.96,12,0
CUST1565,29,65683.88,11,Salaried,Bachelor,Married,Tier 1,646.0,0,22100.61,12,1
CUST1566,28,71128.67,7,Salaried,Bachelor,Married,Tier 1,805.0,1,82972.96,36,0
CUST1567,29,65307.67,11,Self-Employed,Bachelor,Married,Tier 1,670.0,0,27459.51,12,1
CUST1568,48,72404.83,17,Salaried,Bachelor,Married,Tier 2,850.0,1,15580.34,60,1
CUST1569,45,74349.25,19,Self-Employed,Bachelor,Married,Tier 1,688.0,1,62835.62,60,0
CUST1570,63,22386.73,4,Salaried,Bachelor,Single,Tier 2,832.0,1,3000.0,36,1
CUST1571,37,79664.6,14,Salaried,Master,Married,Tier 1,710.0,0,16712.46,48,1
CUST1572,31,43395.57,13,Self-Employed,Bachelor,Single,Tier 3,762.0,1,46315.71,36,0
CUST1573,20,33269.42,2,Salaried,High School,Single,Tier 1,,0,3335.28,12,1
